Heuristic,BSP,Painter,H,N,S
Random,0.17,0.02,55,353,208
FreeSplit,0.22,0.02,71,361,208
First,0.69,0.03,200,399,200
Random,0.18,0.02,58,349,210
FreeSplit,0.17,0.02,53,347,209
First,0.63,0.02,200,399,200
Random,0.18,0.02,58,357,213
FreeSplit,0.18,0.02,61,363,208
First,0.63,0.02,200,399,200
Random,0.19,0.02,64,359,207
FreeSplit,0.19,0.02,57,357,209
First,0.65,0.02,200,399,200
Random,0.16,0.02,56,353,210
FreeSplit,0.17,0.02,56,355,210
First,0.67,0.02,200,399,200
Random,0.18,0.02,57,357,213
FreeSplit,0.22,0.02,61,361,214
First,0.68,0.02,200,399,200
Random,0.16,0.03,54,353,208
FreeSplit,0.19,0.02,57,361,211
First,0.69,0.02,200,399,200
Random,0.17,0.02,55,353,207
FreeSplit,0.18,0.02,58,351,209
First,0.64,0.02,200,399,200
Random,0.18,0.02,58,357,211
FreeSplit,0.19,0.02,59,353,212
First,0.64,0.02,200,399,200
Random,0.16,0.02,59,357,210
FreeSplit,0.20,0.02,58,369,211
First,0.69,0.03,200,399,200
Random,0.19,0.02,59,361,212
FreeSplit,0.19,0.02,56,355,208
First,0.67,0.03,200,399,200
Random,0.21,0.02,67,349,209
FreeSplit,0.20,0.02,57,363,209
First,0.63,0.03,200,399,200
Random,0.17,0.02,54,367,214
FreeSplit,0.18,0.02,57,361,212
First,0.66,0.02,200,399,200
Random,0.19,0.02,58,353,206
FreeSplit,0.18,0.02,56,353,211
First,0.64,0.02,200,399,200
Random,0.18,0.02,61,353,210
FreeSplit,0.18,0.02,58,343,206
First,0.67,0.02,200,399,200
Random,0.20,0.02,67,359,208
FreeSplit,0.22,0.02,64,357,206
First,0.69,0.02,200,399,200
Random,0.19,0.02,62,359,211
FreeSplit,0.18,0.02,58,361,213
First,0.68,0.02,200,399,200
Random,0.19,0.02,59,363,216
FreeSplit,0.19,0.02,56,353,206
First,0.62,0.02,200,399,200
Random,0.16,0.02,55,347,211
FreeSplit,0.20,0.02,63,353,208
First,0.64,0.02,200,399,200
Random,0.19,0.02,61,353,208
FreeSplit,0.18,0.02,61,357,209
First,0.63,0.02,200,399,200
Random,0.18,0.02,59,353,207
FreeSplit,0.19,0.02,56,355,207
First,0.68,0.02,200,399,200
Random,0.22,0.02,70,355,205
FreeSplit,0.19,0.02,62,359,210
First,0.67,0.03,200,399,200
Random,0.18,0.02,54,365,213
FreeSplit,0.18,0.02,55,355,212
First,0.65,0.02,200,399,200
Random,0.17,0.02,56,351,206
FreeSplit,0.18,0.02,60,351,208
First,0.69,0.03,200,399,200
Random,0.19,0.02,57,355,211
FreeSplit,0.18,0.03,57,357,214
First,0.69,0.03,200,399,200
Random,0.17,0.02,57,355,214
FreeSplit,0.18,0.02,62,349,208
First,0.62,0.02,200,399,200
Random,0.17,0.02,61,353,211
FreeSplit,0.18,0.02,57,355,210
First,0.57,0.02,200,399,200
Random,0.18,0.02,62,363,209
FreeSplit,0.16,0.02,54,355,210
First,0.58,0.02,200,399,200
Random,0.16,0.02,58,357,208
FreeSplit,0.17,0.02,57,351,211
First,0.62,0.02,200,399,200
Random,0.20,0.02,59,353,209
FreeSplit,0.23,0.02,60,363,209
First,0.73,0.02,200,399,200
Random,0.23,0.02,63,359,209
FreeSplit,0.21,0.02,54,363,215
First,0.73,0.02,200,399,200
Random,0.19,0.02,57,359,209
FreeSplit,0.20,0.02,57,359,208
First,0.72,0.02,200,399,200
Random,0.20,0.02,60,351,210
FreeSplit,0.19,0.02,60,359,211
First,0.55,0.02,200,399,200
Random,0.16,0.02,60,357,212
FreeSplit,0.18,0.02,60,353,210
First,0.74,0.02,200,399,200
Random,0.21,0.02,59,355,209
FreeSplit,0.30,0.02,61,355,209
First,0.77,0.03,200,399,200
Random,0.26,0.02,58,363,209
FreeSplit,0.23,0.02,61,355,208
First,0.81,0.03,200,399,200
Random,0.24,0.02,59,359,214
FreeSplit,0.22,0.02,56,367,210
First,0.81,0.02,200,399,200
Random,0.22,0.02,61,353,211
FreeSplit,0.25,0.02,62,361,211
First,0.85,0.02,200,399,200
Random,0.25,0.02,55,365,214
FreeSplit,0.30,0.02,69,361,210
First,0.83,0.02,200,399,200
Random,0.22,0.02,58,357,210
FreeSplit,0.24,0.02,59,363,215
First,0.81,0.02,200,399,200
Random,0.22,0.02,55,355,209
FreeSplit,0.30,0.02,57,345,208
First,0.86,0.03,200,399,200
Random,0.21,0.02,57,357,213
FreeSplit,0.21,0.02,57,361,216

