Heuristic,BSP,Painter,H,N,S
FreeSplit,20.96,1.95,42,47371,28441
First,38.21,2.69,118,54771,36082
Random,18.02,1.82,41,47079,28381
FreeSplit,20.70,1.92,49,47311,28380
First,36.68,2.43,118,54771,36082
Random,19.10,1.85,43,47061,28378
FreeSplit,19.15,1.85,42,47235,28326
First,36.28,2.43,118,54771,36082
Random,18.36,1.91,44,46997,28414
FreeSplit,20.01,2.00,44,47305,28399
First,35.17,2.51,118,54771,36082
Random,17.97,1.93,40,46969,28354
FreeSplit,20.70,1.83,41,47187,28286
First,35.74,2.41,118,54771,36082
Random,19.56,2.07,46,46943,28360
FreeSplit,19.50,1.90,41,47279,28310
First,34.98,2.50,118,54771,36082
Random,18.60,1.93,43,46921,28320
FreeSplit,20.02,1.90,44,47415,28504
First,45.72,3.36,118,54771,36082
Random,17.16,1.74,40,47043,28420
FreeSplit,20.61,1.90,45,47241,28326
First,34.88,2.34,118,54771,36082
Random,16.40,1.84,42,47035,28415
FreeSplit,20.41,1.84,42,47313,28411
First,37.09,2.40,118,54771,36082
Random,17.31,1.88,41,46871,28280
FreeSplit,20.41,1.92,49,47333,28388
First,35.18,2.42,118,54771,36082
Random,16.52,1.88,45,47149,28491
FreeSplit,21.84,1.87,43,47439,28494
First,36.02,2.33,118,54771,36082
Random,17.62,1.87,43,46939,28374
FreeSplit,19.96,1.86,42,47191,28295
First,38.65,2.48,118,54771,36082
Random,19.86,1.91,42,46951,28396
FreeSplit,19.68,1.83,44,47245,28307
First,35.78,2.45,118,54771,36082
Random,18.22,1.80,39,47089,28471
FreeSplit,19.90,2.00,44,47313,28373
First,36.49,2.42,118,54771,36082
Random,18.99,1.88,42,46999,28353
FreeSplit,20.41,1.81,42,47391,28425
First,36.34,2.45,118,54771,36082
Random,17.54,2.08,38,46925,28328
FreeSplit,20.03,1.91,44,47223,28347
First,56.55,2.97,118,54771,36082
Random,19.06,1.99,42,46863,28305
FreeSplit,20.35,1.90,44,47277,28361
First,37.14,3.47,118,54771,36082
Random,20.12,1.85,45,47149,28511
FreeSplit,19.89,1.85,51,47235,28353
First,35.71,2.37,118,54771,36082
Random,19.01,1.83,38,47049,28426
FreeSplit,21.57,1.89,44,47275,28381
First,36.08,2.39,118,54771,36082
Random,19.65,1.91,44,47069,28527
FreeSplit,19.90,1.79,42,47357,28459
First,36.57,2.50,118,54771,36082
Random,20.04,1.85,43,47083,28471
FreeSplit,20.69,1.78,44,47371,28404
First,37.52,2.42,118,54771,36082
Random,17.72,1.84,41,47037,28380
FreeSplit,19.32,1.91,42,47151,28335
First,36.03,2.34,118,54771,36082
Random,21.74,1.88,40,47067,28444
FreeSplit,21.52,1.90,47,47303,28434
First,34.30,2.42,118,54771,36082
Random,17.83,1.93,41,47167,28579
FreeSplit,21.95,1.74,47,47441,28432
First,37.43,2.39,118,54771,36082
Random,18.39,2.02,39,46893,28287
FreeSplit,21.20,1.83,44,47115,28318
First,36.40,2.34,118,54771,36082
Random,18.52,1.89,42,47023,28398
FreeSplit,20.60,1.93,45,47401,28487
First,38.24,2.74,118,54771,36082
Random,18.26,1.91,43,46981,28340
FreeSplit,20.94,1.85,43,47401,28411
First,36.87,2.42,118,54771,36082
Random,18.06,1.88,45,46981,28417
FreeSplit,20.10,1.83,44,47339,28418
First,36.24,2.58,118,54771,36082
Random,19.47,1.91,41,46967,28391
FreeSplit,19.87,1.94,48,47531,28573
First,38.14,2.43,118,54771,36082
Random,19.84,1.87,47,46887,28248
FreeSplit,22.25,1.84,48,47401,28438
First,35.88,2.46,118,54771,36082
Random,18.30,1.99,44,46931,28329
FreeSplit,19.58,1.91,42,47369,28482
First,40.20,2.15,118,54771,36082
Random,18.31,2.02,40,47121,28438
FreeSplit,21.12,1.81,42,47325,28361
First,36.33,2.46,118,54771,36082
Random,18.91,1.83,45,47121,28460
FreeSplit,19.52,1.91,43,47209,28264
First,35.85,2.44,118,54771,36082
Random,19.14,1.97,42,47063,28451
FreeSplit,20.88,1.95,47,47307,28370
First,37.58,2.63,118,54771,36082
Random,19.60,2.00,46,47109,28489
FreeSplit,20.63,2.27,43,47265,28351
First,36.13,2.44,118,54771,36082
Random,19.33,1.69,45,47067,28470
FreeSplit,18.54,2.37,45,47299,28349
First,35.89,2.51,118,54771,36082
Random,19.01,1.81,46,47073,28426
FreeSplit,19.78,1.96,43,47217,28331
First,37.72,2.58,118,54771,36082
Random,17.78,1.88,42,47021,28396
FreeSplit,19.48,2.10,44,47383,28445
First,37.73,2.42,118,54771,36082
Random,20.57,2.00,47,46893,28291
FreeSplit,20.62,2.04,45,47265,28301
First,35.87,2.41,118,54771,36082
Random,17.80,1.88,41,47097,28414
FreeSplit,19.19,1.95,42,47429,28428
First,37.01,2.44,118,54771,36082
Random,22.42,1.91,44,47043,28416
FreeSplit,38.33,2.95,45,47441,28503
First,48.22,2.52,118,54771,36082
Random,19.46,2.68,46,47133,28511
FreeSplit,20.95,1.89,47,47455,28508
First,34.00,2.45,118,54771,36082
Random,18.18,1.87,44,47005,28419
FreeSplit,20.27,1.88,42,47195,28290
First,36.77,2.40,118,54771,36082
Random,18.57,1.82,43,47071,28543
FreeSplit,18.78,1.89,43,47305,28379
First,37.18,2.43,118,54771,36082
Random,19.46,2.10,44,47109,28504
FreeSplit,19.37,2.30,44,47195,28262
First,35.75,2.74,118,54771,36082
Random,21.15,2.71,44,46909,28280
FreeSplit,27.49,2.28,45,47249,28344
First,47.35,2.50,118,54771,36082
Random,20.19,1.92,41,47063,28384
FreeSplit,20.02,2.84,44,47277,28292
First,34.41,2.36,118,54771,36082
Random,17.35,1.92,40,46957,28392
FreeSplit,22.20,1.83,44,47319,28407
First,37.23,2.54,118,54771,36082
Random,17.79,1.83,39,47067,28385
FreeSplit,21.08,1.94,42,47371,28392
First,40.47,3.26,118,54771,36082
Random,21.48,1.84,43,47069,28448
FreeSplit,21.21,2.37,41,47273,28369
First,47.92,2.69,118,54771,36082
Random,17.81,1.75,42,46999,28316
FreeSplit,20.86,1.83,43,47241,28318
First,38.78,2.48,118,54771,36082
Random,22.93,1.73,46,46943,28381
FreeSplit,23.00,1.82,45,47305,28359
First,36.09,2.51,118,54771,36082
Random,20.26,1.83,46,46917,28336
FreeSplit,20.74,1.92,49,47269,28317
First,36.81,2.42,118,54771,36082
Random,18.34,1.77,41,46965,28351
FreeSplit,20.53,2.30,46,47271,28362
First,34.51,2.42,118,54771,36082
Random,17.19,2.12,47,46939,28293
FreeSplit,20.61,1.82,45,47315,28316
First,35.75,2.42,118,54771,36082
Random,17.64,1.86,44,46933,28321
FreeSplit,19.79,1.99,42,47249,28336
First,35.20,2.42,118,54771,36082
Random,18.27,1.88,43,47083,28420
FreeSplit,19.18,1.88,43,47369,28467
First,34.96,2.45,118,54771,36082
Random,18.18,1.99,43,47111,28476
FreeSplit,21.27,1.92,42,47407,28436
First,35.65,2.48,118,54771,36082
Random,18.92,1.87,45,47107,28486
FreeSplit,19.28,1.85,44,47239,28372
First,36.59,2.44,118,54771,36082
Random,18.05,1.92,40,47127,28550
FreeSplit,20.79,1.81,47,47211,28269
First,37.17,2.51,118,54771,36082
Random,18.21,1.90,42,47153,28552
FreeSplit,19.70,1.89,47,47363,28391
First,36.11,2.47,118,54771,36082
Random,18.28,1.78,41,46843,28271
FreeSplit,20.62,1.94,42,47313,28359
First,34.08,2.48,118,54771,36082
Random,18.31,1.90,43,47083,28469
FreeSplit,20.40,1.82,43,47411,28488
First,79.31,3.70,118,54771,36082
Random,25.21,2.01,42,47031,28393
FreeSplit,20.85,1.88,47,47187,28307
First,35.96,2.42,118,54771,36082
Random,18.19,1.81,40,47105,28444
FreeSplit,20.20,1.87,47,47259,28314
First,36.62,2.45,118,54771,36082
Random,18.38,1.84,40,47015,28404
FreeSplit,20.53,1.96,46,47283,28355
First,34.63,2.37,118,54771,36082
Random,17.17,1.75,40,47025,28364
FreeSplit,21.01,2.07,44,47309,28464
First,41.83,2.51,118,54771,36082
Random,20.69,2.22,45,47027,28485
FreeSplit,22.13,1.94,48,47251,28342

