Heuristic,BSP,Painter,H,N,S
FreeSplit,9.32,0.83,35,22115,13822
First,13.45,1.12,95,25319,17062
Random,7.35,0.87,38,22033,13935
FreeSplit,8.29,0.83,34,22101,13807
First,13.57,1.10,95,25319,17062
Random,8.18,0.87,35,21989,13883
FreeSplit,9.21,0.92,46,22237,13932
First,13.24,1.10,95,25319,17062
Random,7.86,0.86,39,21917,13821
FreeSplit,8.60,0.93,37,22333,13931
First,13.14,1.13,95,25319,17062
Random,8.54,0.80,38,22047,13879
FreeSplit,9.64,0.85,38,22109,13816
First,13.10,1.16,95,25319,17062
Random,8.15,0.86,38,21965,13867
FreeSplit,8.28,0.89,34,22215,13893
First,13.11,1.11,95,25319,17062
Random,7.39,0.85,35,22033,13870
FreeSplit,8.53,0.86,38,22173,13859
First,13.51,1.36,95,25319,17062
Random,8.40,0.81,35,21957,13836
FreeSplit,8.99,0.80,39,22113,13765
First,14.07,1.11,95,25319,17062
Random,8.30,0.81,38,21977,13847
FreeSplit,9.05,0.80,39,22145,13848
First,13.78,1.10,95,25319,17062
Random,7.55,0.89,35,22015,13872
FreeSplit,8.87,0.86,38,22293,13913
First,13.11,1.10,95,25319,17062
Random,8.23,0.86,36,21903,13845
FreeSplit,8.41,0.89,37,22245,13943
First,13.65,1.09,95,25319,17062
Random,8.61,0.92,35,22031,13882
FreeSplit,8.33,0.82,41,22133,13839
First,12.94,1.13,95,25319,17062
Random,7.90,0.81,35,21921,13802
FreeSplit,9.85,0.81,42,22245,13969
First,13.88,1.10,95,25319,17062
Random,7.39,0.86,39,21991,13842
FreeSplit,8.84,0.83,35,22247,13904
First,13.56,1.06,95,25319,17062
Random,7.59,0.87,36,21947,13791
FreeSplit,8.56,0.88,37,22257,13941
First,13.66,1.10,95,25319,17062
Random,8.21,0.79,34,21927,13818
FreeSplit,8.95,0.84,38,22155,13857
First,13.00,1.11,95,25319,17062
Random,7.80,0.87,36,21905,13752
FreeSplit,8.78,0.83,39,22109,13812
First,13.83,1.02,95,25319,17062
Random,8.43,0.85,35,21947,13823
FreeSplit,8.40,0.85,36,22215,13917
First,13.09,1.11,95,25319,17062
Random,8.35,0.89,37,21989,13860
FreeSplit,8.50,0.87,39,22173,13861
First,13.60,1.13,95,25319,17062
Random,8.50,0.82,35,22015,13839
FreeSplit,9.31,0.80,39,22127,13884
First,13.51,1.08,95,25319,17062
Random,7.54,0.81,36,21873,13826
FreeSplit,9.47,0.80,39,22167,13912
First,13.68,1.07,95,25319,17062
Random,7.81,0.87,36,22011,13828
FreeSplit,9.12,0.90,39,22263,13944
First,13.11,1.10,95,25319,17062
Random,12.81,1.29,36,22181,14003
FreeSplit,8.61,0.90,35,22087,13787
First,13.21,1.11,95,25319,17062
Random,8.94,0.82,43,22035,13905
FreeSplit,10.02,1.17,47,22241,13902
First,13.85,1.09,95,25319,17062
Random,7.47,0.85,40,22007,13912
FreeSplit,8.15,0.83,42,22077,13842
First,14.09,1.00,95,25319,17062
Random,8.16,0.84,35,21947,13839
FreeSplit,8.85,0.87,37,22213,13867
First,13.57,1.10,95,25319,17062
Random,8.33,0.87,40,21973,13847
FreeSplit,8.58,0.89,38,22147,13870
First,13.31,1.16,95,25319,17062
Random,7.57,0.84,34,22073,13945
FreeSplit,22.56,1.42,37,22185,13886
First,24.47,1.58,95,25319,17062
Random,12.90,1.12,35,22047,13859
FreeSplit,11.94,0.86,36,22313,13981
First,13.34,1.13,95,25319,17062
Random,7.61,0.81,35,22029,13859
FreeSplit,9.44,0.85,41,22295,13917
First,13.36,1.10,95,25319,17062
Random,6.95,0.85,36,21983,13853
FreeSplit,8.55,1.36,37,22245,13896
First,12.16,1.03,95,25319,17062
Random,8.27,0.83,36,22171,13971
FreeSplit,9.74,0.83,38,22181,13872
First,13.88,1.00,95,25319,17062
Random,7.54,0.75,36,21809,13704
FreeSplit,9.12,0.82,35,22061,13773
First,13.52,1.07,95,25319,17062
Random,7.32,0.84,36,22045,13879
FreeSplit,7.69,0.80,35,22205,13899
First,12.34,1.07,95,25319,17062
Random,9.15,0.84,34,21943,13841
FreeSplit,8.34,0.84,36,22161,13817
First,15.20,1.16,95,25319,17062
Random,8.68,0.81,37,22075,13921
FreeSplit,9.28,0.82,38,22273,13951
First,13.70,1.10,95,25319,17062
Random,8.52,1.16,35,21951,13833
FreeSplit,8.41,0.82,38,22055,13789
First,13.16,1.11,95,25319,17062
Random,7.06,0.89,37,22089,13934
FreeSplit,9.32,0.86,39,22207,13926
First,13.21,1.20,95,25319,17062
Random,8.51,0.82,39,21981,13848
FreeSplit,9.00,0.86,39,22229,13883
First,13.09,1.11,95,25319,17062
Random,7.86,0.89,36,21967,13860
FreeSplit,9.08,0.82,37,22227,13909
First,14.68,1.27,95,25319,17062
Random,8.21,0.80,33,21953,13833
FreeSplit,8.64,0.90,37,22159,13835
First,13.43,1.12,95,25319,17062
Random,7.43,0.89,38,22061,13925
FreeSplit,8.81,0.83,42,22083,13741
First,13.21,1.10,95,25319,17062
Random,7.79,0.87,35,22063,13900
FreeSplit,9.04,1.00,35,22271,13927
First,13.63,1.10,95,25319,17062
Random,8.33,0.86,38,22025,13869
FreeSplit,8.18,0.86,36,22281,13926
First,13.58,1.10,95,25319,17062
Random,7.95,1.37,37,22127,13976
FreeSplit,8.50,0.88,37,22271,13918
First,13.15,1.09,95,25319,17062
Random,8.58,0.81,33,22003,13850
FreeSplit,9.00,0.82,37,22211,13913
First,13.56,1.17,95,25319,17062
Random,8.52,0.80,40,22019,13904
FreeSplit,9.51,0.87,38,22151,13855
First,13.28,1.10,95,25319,17062
Random,8.64,0.86,36,21979,13859
FreeSplit,8.85,0.91,36,22181,13864
First,14.23,1.07,95,25319,17062
Random,7.37,0.72,36,22035,13937
FreeSplit,8.06,0.84,37,22153,13867
First,13.28,1.07,95,25319,17062
Random,8.22,0.86,33,22029,13931
FreeSplit,8.97,0.80,39,22337,14000
First,12.89,1.12,95,25319,17062
Random,8.31,0.87,37,22067,13921
FreeSplit,8.78,0.79,42,22289,13947
First,13.61,1.10,95,25319,17062
Random,8.67,0.89,35,22061,13944
FreeSplit,8.77,0.88,39,22105,13811
First,13.99,1.01,95,25319,17062
Random,8.56,0.89,35,22033,13956
FreeSplit,8.53,0.88,36,22055,13770
First,13.23,1.11,95,25319,17062
Random,7.54,0.87,37,21859,13824
FreeSplit,7.98,0.86,39,22093,13832
First,13.64,1.09,95,25319,17062
Random,7.50,0.89,34,21893,13831
FreeSplit,8.37,0.98,37,22267,13941
First,30.06,1.92,95,25319,17062
Random,14.24,1.40,35,21983,13799
FreeSplit,15.17,1.20,36,22081,13773
First,16.78,1.06,95,25319,17062
Random,7.86,0.92,37,22085,13890
FreeSplit,9.32,0.85,39,22231,13935
First,13.59,1.10,95,25319,17062
Random,7.55,0.90,36,22031,13864
FreeSplit,8.47,0.83,35,22193,13888
First,12.94,1.09,95,25319,17062
Random,8.64,0.83,37,22019,13888
FreeSplit,8.68,0.86,39,22265,13928
First,13.21,1.10,95,25319,17062
Random,7.44,0.90,34,21965,13848
FreeSplit,8.38,0.90,36,22209,13900
First,13.59,1.07,95,25319,17062
Random,8.06,0.82,36,21979,13858
FreeSplit,17.87,1.41,43,22293,13912
First,19.88,1.12,95,25319,17062
Random,7.40,0.81,38,21965,13870
FreeSplit,8.65,0.83,39,22297,13982
First,13.68,1.02,95,25319,17062
Random,8.25,0.86,38,22073,13936
FreeSplit,9.14,0.83,37,22091,13804
First,13.53,1.04,95,25319,17062
Random,8.80,0.90,42,21999,13899
FreeSplit,9.02,0.88,42,22215,13880
First,13.30,1.15,95,25319,17062
Random,8.05,0.82,35,22003,13904
FreeSplit,9.50,0.83,38,22247,13896
First,13.56,1.04,95,25319,17062
Random,8.34,0.80,36,22029,13893
FreeSplit,9.21,0.89,37,22233,13926
First,13.47,1.01,95,25319,17062
Random,8.65,0.87,37,22091,13924
FreeSplit,9.02,0.90,36,22163,13835
First,14.99,1.22,95,25319,17062
Random,8.42,0.98,39,22005,13840
FreeSplit,10.96,0.91,44,22163,13858

