Heuristic,BSP,Painter,H,N,S
FreeSplit,1.97,0.18,29,5859,3898
First,2.47,0.20,54,6497,4541
Random,1.81,0.17,33,5833,3944
FreeSplit,1.99,0.18,35,5843,3877
First,2.49,0.21,54,6497,4541
Random,1.75,0.18,30,5809,3916
FreeSplit,2.02,0.17,31,5835,3873
First,2.46,0.21,54,6497,4541
Random,1.79,0.18,28,5869,3945
FreeSplit,2.00,0.18,34,5883,3920
First,2.45,0.21,54,6497,4541
Random,1.95,0.21,28,5855,3920
FreeSplit,2.12,0.19,31,5949,3964
First,3.32,0.25,54,6497,4541
Random,1.75,0.19,28,5863,3937
FreeSplit,1.96,0.18,28,5851,3890
First,2.48,0.22,54,6497,4541
Random,1.78,0.19,31,5827,3901
FreeSplit,1.92,0.25,28,5849,3891
First,2.48,0.28,54,6497,4541
Random,1.77,0.18,30,5821,3924
FreeSplit,1.97,0.18,28,5839,3893
First,2.46,0.21,54,6497,4541
Random,1.83,0.19,28,5793,3892
FreeSplit,1.99,0.18,29,5857,3871
First,2.47,0.20,54,6497,4541
Random,1.77,0.18,29,5805,3919
FreeSplit,2.03,0.19,32,5873,3922
First,2.48,0.21,54,6497,4541
Random,1.84,0.19,29,5819,3927
FreeSplit,2.03,0.20,30,5915,3949
First,2.45,0.21,54,6497,4541
Random,1.75,0.18,29,5845,3921
FreeSplit,1.95,0.18,29,5885,3952
First,2.52,0.22,54,6497,4541
Random,1.73,0.25,29,5809,3903
FreeSplit,2.11,0.18,28,5849,3882
First,2.47,0.22,54,6497,4541
Random,1.77,0.18,27,5939,4026
FreeSplit,1.95,0.18,27,5915,3935
First,2.48,0.21,54,6497,4541
Random,1.78,0.18,30,5911,3994
FreeSplit,2.00,0.18,29,5851,3877
First,2.47,0.21,54,6497,4541
Random,1.76,0.17,28,5855,3928
FreeSplit,2.04,0.18,31,5859,3907
First,2.57,0.23,54,6497,4541
Random,1.82,0.20,29,5785,3911
FreeSplit,2.24,0.19,31,5921,3936
First,2.48,0.21,54,6497,4541
Random,1.74,0.21,30,5837,3953
FreeSplit,1.97,0.18,29,5879,3914
First,2.46,0.22,54,6497,4541
Random,1.82,0.18,33,5813,3883
FreeSplit,1.91,0.18,27,5893,3913
First,2.46,0.20,54,6497,4541
Random,1.75,0.18,29,5879,3940
FreeSplit,1.92,0.18,29,5885,3916
First,2.46,0.21,54,6497,4541
Random,1.82,0.19,30,5865,3972
FreeSplit,1.91,0.23,29,5779,3833
First,2.56,0.21,54,6497,4541
Random,2.06,0.22,31,5845,3935
FreeSplit,2.29,0.20,30,5801,3879
First,2.76,0.21,54,6497,4541
Random,1.79,0.19,28,5771,3889
FreeSplit,2.04,0.22,28,5939,3961
First,2.50,0.20,54,6497,4541
Random,1.82,0.18,27,5841,3936
FreeSplit,1.92,0.19,26,5881,3898
First,2.51,0.26,54,6497,4541
Random,1.85,0.21,34,5839,3938
FreeSplit,2.15,0.23,28,5935,3953
First,2.51,0.25,54,6497,4541
Random,1.74,0.20,27,5729,3841
FreeSplit,2.02,0.20,28,5829,3881
First,2.51,0.25,54,6497,4541
Random,1.80,0.22,26,5853,3941
FreeSplit,2.05,0.21,26,5819,3865
First,2.50,0.25,54,6497,4541
Random,1.86,0.20,28,5799,3921
FreeSplit,1.91,0.18,27,5849,3903
First,2.52,0.21,54,6497,4541
Random,1.73,0.18,29,5843,3926
FreeSplit,1.96,0.28,28,5881,3904
First,2.57,0.25,54,6497,4541
Random,1.79,0.19,28,5893,3955
FreeSplit,2.10,0.20,33,5865,3908
First,2.49,0.24,54,6497,4541
Random,1.70,0.18,30,5713,3846
FreeSplit,1.97,0.17,27,5809,3880
First,2.50,0.21,54,6497,4541
Random,1.75,0.19,31,5825,3914
FreeSplit,2.03,0.18,28,5937,3947
First,2.77,0.26,54,6497,4541
Random,1.75,0.18,25,5789,3888
FreeSplit,2.00,0.30,28,5859,3880
First,2.55,0.23,54,6497,4541
Random,1.82,0.18,30,5835,3940
FreeSplit,1.98,0.18,29,5897,3905
First,3.03,0.34,54,6497,4541
Random,1.75,0.19,27,5877,3963
FreeSplit,2.05,0.19,30,5935,3982
First,2.55,0.21,54,6497,4541
Random,1.74,0.18,27,5835,3899
FreeSplit,1.97,0.18,28,5915,3937
First,2.45,0.21,54,6497,4541
Random,1.70,0.17,26,5777,3910
FreeSplit,2.05,0.24,31,5881,3914
First,2.45,0.21,54,6497,4541
Random,1.83,0.30,28,5829,3924
FreeSplit,2.80,0.20,28,5955,3967
First,2.46,0.20,54,6497,4541
Random,1.77,0.18,29,5843,3911
FreeSplit,1.96,0.18,29,5919,3919
First,2.46,0.21,54,6497,4541
Random,1.74,0.18,31,5789,3901
FreeSplit,1.90,0.18,25,5843,3876
First,2.46,0.21,54,6497,4541
Random,1.74,0.19,29,5833,3943
FreeSplit,2.07,0.30,27,5901,3911
First,2.61,0.21,54,6497,4541
Random,1.78,0.18,28,5849,3943
FreeSplit,1.95,0.18,33,5845,3893
First,2.47,0.21,54,6497,4541
Random,1.74,0.18,27,5807,3935
FreeSplit,2.04,0.19,31,5821,3851
First,2.71,0.24,54,6497,4541
Random,1.76,0.18,30,5859,3929
FreeSplit,2.00,0.18,30,5919,3957
First,2.47,0.20,54,6497,4541
Random,1.74,0.18,29,5805,3907
FreeSplit,1.97,0.19,29,5911,3934
First,2.50,0.21,54,6497,4541
Random,1.71,0.18,29,5789,3873
FreeSplit,2.03,0.18,30,5907,3909
First,2.45,0.21,54,6497,4541
Random,1.74,0.17,30,5777,3913
FreeSplit,1.96,0.18,31,5905,3927
First,2.46,0.20,54,6497,4541
Random,1.73,0.17,28,5859,3921
FreeSplit,1.97,0.19,30,5911,3916
First,2.46,0.20,54,6497,4541
Random,2.05,0.22,37,5901,3964
FreeSplit,2.04,0.18,29,5847,3886
First,2.89,0.22,54,6497,4541
Random,3.21,0.19,30,5809,3925
FreeSplit,2.06,0.18,35,5917,3954
First,2.47,0.21,54,6497,4541
Random,1.73,0.18,30,5753,3873
FreeSplit,1.96,0.18,30,5823,3905
First,2.47,0.21,54,6497,4541
Random,1.78,0.18,29,5809,3882
FreeSplit,1.97,0.18,30,5833,3899
First,2.47,0.21,54,6497,4541
Random,1.85,0.18,32,5929,4003
FreeSplit,2.05,0.19,31,5983,3995
First,2.47,0.21,54,6497,4541
Random,1.82,0.28,27,5797,3930
FreeSplit,2.47,0.32,28,5769,3826
First,2.55,0.21,54,6497,4541
Random,1.84,0.18,29,5869,3932
FreeSplit,2.05,0.19,28,5903,3942
First,2.53,0.21,54,6497,4541
Random,1.74,0.18,26,5791,3890
FreeSplit,2.13,0.18,30,5913,3948
First,2.54,0.21,54,6497,4541
Random,1.77,0.23,26,5787,3889
FreeSplit,2.13,0.19,30,5887,3931
First,2.53,0.21,54,6497,4541
Random,1.76,0.18,27,5833,3905
FreeSplit,2.10,0.18,32,5943,3934
First,2.57,0.22,54,6497,4541
Random,1.76,0.18,27,5839,3923
FreeSplit,2.06,0.20,32,5965,3967
First,2.47,0.22,54,6497,4541
Random,1.66,0.17,26,5735,3875
FreeSplit,1.91,0.18,30,5907,3930
First,2.52,0.21,54,6497,4541
Random,1.90,0.21,27,5823,3901
FreeSplit,2.19,0.19,31,5857,3902
First,2.52,0.21,54,6497,4541
Random,1.77,0.18,30,5821,3906
FreeSplit,2.04,0.19,32,5883,3921
First,2.51,0.21,54,6497,4541
Random,1.84,0.19,29,5855,3955
FreeSplit,1.96,0.20,27,5871,3917
First,2.52,0.21,54,6497,4541
Random,1.82,0.18,28,5773,3873
FreeSplit,2.03,0.19,32,5845,3901
First,2.70,0.28,54,6497,4541
Random,1.92,0.25,28,5717,3865
FreeSplit,1.90,0.19,27,5813,3879
First,2.52,0.21,54,6497,4541
Random,1.75,0.18,27,5693,3824
FreeSplit,2.01,0.18,29,5891,3924
First,2.53,0.21,54,6497,4541
Random,1.79,0.21,28,5811,3916
FreeSplit,2.22,0.24,34,5943,3954
First,2.61,0.40,54,6497,4541
Random,1.96,0.23,28,5819,3887
FreeSplit,2.23,0.23,34,5793,3859

