Heuristic,BSP,Painter,H,N,S
FreeSplit,5.98,0.23,511,8753,4556
First,166.19,0.17,4500,8999,4500
Random,5.88,0.24,513,8757,4569
FreeSplit,6.69,0.24,527,8803,4548
First,167.86,0.34,4500,8999,4500
Random,5.84,0.25,520,8769,4556
FreeSplit,6.49,0.25,517,8771,4563
First,164.53,0.21,4500,8999,4500
Random,5.52,0.27,519,8783,4563
FreeSplit,5.90,0.25,508,8741,4552
First,165.70,0.34,4500,8999,4500
Random,5.44,0.25,511,8745,4560
FreeSplit,6.70,0.23,525,8761,4553
First,194.90,0.28,4500,8999,4500
Random,5.43,0.26,514,8777,4552
FreeSplit,6.14,0.27,512,8755,4555
First,166.30,0.51,4500,8999,4500
Random,5.97,0.25,522,8751,4549
FreeSplit,5.91,0.25,510,8755,4562
First,165.93,0.30,4500,8999,4500
Random,5.45,0.25,507,8747,4566
FreeSplit,6.04,0.25,513,8753,4552
First,166.25,0.34,4500,8999,4500
Random,5.84,0.26,514,8797,4558
FreeSplit,5.96,0.27,509,8741,4552
First,167.02,0.36,4500,8999,4500
Random,5.89,0.27,516,8785,4545
FreeSplit,6.01,0.23,511,8707,4578
First,161.06,0.27,4500,8999,4500
Random,5.72,0.27,515,8767,4555
FreeSplit,6.15,0.24,516,8785,4557
First,155.61,0.34,4500,8999,4500
Random,5.51,0.25,523,8783,4554
FreeSplit,6.27,0.19,516,8769,4541
First,163.97,0.34,4500,8999,4500
Random,5.50,0.25,519,8749,4564
FreeSplit,6.18,0.25,514,8743,4551
First,161.03,0.29,4500,8999,4500
Random,5.86,0.24,519,8737,4560
FreeSplit,6.25,0.23,518,8787,4559
First,163.93,0.22,4500,8999,4500
Random,5.53,0.25,521,8759,4559
FreeSplit,6.26,0.26,517,8757,4556
First,166.39,0.49,4500,8999,4500
Random,5.31,0.24,515,8753,4544
FreeSplit,6.08,0.23,514,8797,4565
First,158.80,0.49,4500,8999,4500
Random,5.78,0.30,513,8771,4559
FreeSplit,6.12,0.26,520,8753,4563
First,155.30,0.45,4500,8999,4500
Random,5.36,0.23,514,8747,4551
FreeSplit,5.97,0.25,519,8773,4546
First,189.63,0.29,4500,8999,4500
Random,5.52,0.24,510,8755,4559
FreeSplit,5.91,0.24,510,8723,4543
First,217.58,0.27,4500,8999,4500
Random,5.51,0.27,519,8765,4555
FreeSplit,5.65,0.25,511,8765,4553
First,154.52,0.24,4500,8999,4500
Random,5.52,0.26,524,8721,4552
FreeSplit,5.78,0.27,513,8737,4547
First,154.78,0.23,4500,8999,4500
Random,5.43,0.27,517,8757,4552
FreeSplit,5.66,0.25,516,8767,4570
First,154.58,0.16,4500,8999,4500
Random,5.64,0.26,511,8789,4560
FreeSplit,5.98,0.24,522,8733,4557
First,156.23,0.34,4500,8999,4500
Random,5.33,0.25,517,8757,4559
FreeSplit,5.56,0.26,515,8769,4554
First,154.82,0.28,4500,8999,4500
Random,5.21,0.27,509,8711,4562
FreeSplit,5.67,0.26,511,8773,4573
First,154.80,0.35,4500,8999,4500
Random,5.24,0.25,509,8767,4556
FreeSplit,5.55,0.26,509,8765,4553
First,154.62,0.32,4500,8999,4500
Random,5.31,0.30,511,8749,4556
FreeSplit,5.70,0.24,514,8781,4551
First,157.02,0.37,4500,8999,4500
Random,5.39,0.25,514,8755,4569
FreeSplit,6.18,0.27,509,8771,4554
First,156.50,0.48,4500,8999,4500
Random,5.68,0.23,522,8763,4559
FreeSplit,5.92,0.24,518,8745,4553
First,157.43,0.35,4500,8999,4500
Random,5.59,0.26,511,8767,4563
FreeSplit,6.63,0.25,527,8761,4549
First,211.52,0.47,4500,8999,4500
Random,5.25,0.24,510,8751,4549
FreeSplit,6.71,0.27,515,8775,4564
First,163.36,0.34,4500,8999,4500
Random,5.53,0.26,518,8771,4551
FreeSplit,6.22,0.27,516,8787,4559
First,155.08,0.50,4500,8999,4500
Random,5.75,0.25,516,8757,4551
FreeSplit,6.34,0.26,518,8757,4551
First,155.76,0.21,4500,8999,4500
Random,5.79,0.28,520,8763,4532
FreeSplit,6.06,0.25,512,8751,4553
First,154.74,0.33,4500,8999,4500
Random,5.68,0.24,519,8739,4552
FreeSplit,6.10,0.25,504,8769,4568
First,162.21,0.28,4500,8999,4500
Random,5.57,0.25,510,8757,4566
FreeSplit,6.65,0.25,519,8775,4555
First,166.13,0.50,4500,8999,4500
Random,5.65,0.25,514,8761,4551
FreeSplit,6.56,0.25,522,8757,4561
First,212.87,0.51,4500,8999,4500
Random,5.35,0.24,517,8783,4559
FreeSplit,5.71,0.23,513,8755,4546
First,156.30,0.24,4500,8999,4500
Random,5.58,0.24,512,8741,4569
FreeSplit,6.76,0.40,519,8751,4559
First,159.87,0.50,4500,8999,4500
Random,5.49,0.26,521,8771,4554
FreeSplit,6.16,0.24,511,8799,4572
First,215.20,0.40,4500,8999,4500
Random,5.45,0.24,518,8751,4550
FreeSplit,5.76,0.26,516,8751,4556
First,214.82,0.28,4500,8999,4500
Random,5.53,0.25,525,8755,4568
FreeSplit,6.22,0.25,517,8775,4549
First,183.68,0.27,4500,8999,4500
Random,9.12,0.34,517,8803,4562
FreeSplit,9.20,0.32,512,8793,4557
First,156.99,0.35,4500,8999,4500
Random,5.73,0.25,513,8777,4552
FreeSplit,6.27,0.26,520,8781,4557
First,155.77,0.38,4500,8999,4500
Random,5.45,0.25,519,8745,4553
FreeSplit,6.01,0.25,511,8741,4559
First,158.09,0.45,4500,8999,4500
Random,5.41,0.22,517,8739,4562
FreeSplit,6.05,0.25,519,8763,4557
First,157.24,0.28,4500,8999,4500
Random,5.52,0.27,513,8741,4550
FreeSplit,5.85,0.26,515,8747,4554
First,160.38,0.28,4500,8999,4500
Random,5.39,0.27,515,8739,4547
FreeSplit,6.11,0.26,515,8755,4557
First,155.88,0.26,4500,8999,4500
Random,5.41,0.25,520,8755,4548
FreeSplit,6.11,0.25,515,8745,4548
First,157.77,0.21,4500,8999,4500
Random,5.63,0.26,509,8763,4558
FreeSplit,6.11,0.25,516,8771,4554
First,161.01,0.33,4500,8999,4500
Random,5.54,0.25,524,8747,4561
FreeSplit,6.17,0.26,522,8759,4553
First,162.51,0.29,4500,8999,4500
Random,6.11,0.25,521,8775,4555
FreeSplit,6.09,0.24,510,8763,4558
First,166.41,0.34,4500,8999,4500
Random,5.07,0.26,510,8761,4553
FreeSplit,6.16,0.25,518,8775,4563
First,156.56,0.50,4500,8999,4500
Random,5.33,0.27,516,8759,4557
FreeSplit,5.98,0.24,513,8759,4556
First,154.46,0.15,4500,8999,4500
Random,5.24,0.26,510,8773,4556
FreeSplit,6.41,0.23,519,8763,4549
First,158.66,0.35,4500,8999,4500
Random,5.23,0.25,513,8753,4554
FreeSplit,6.34,0.26,518,8763,4540
First,157.47,0.34,4500,8999,4500
Random,5.63,0.19,517,8749,4555
FreeSplit,6.12,0.24,517,8777,4569
First,155.72,0.34,4500,8999,4500
Random,5.41,0.25,517,8773,4543
FreeSplit,6.25,0.25,517,8753,4559
First,159.68,0.20,4500,8999,4500
Random,6.28,0.27,517,8767,4542
FreeSplit,6.14,0.28,517,8773,4544
First,156.45,0.33,4500,8999,4500
Random,5.20,0.25,507,8799,4558
FreeSplit,6.61,0.26,520,8759,4536
First,159.19,0.21,4500,8999,4500
Random,5.36,0.26,515,8755,4553
FreeSplit,5.94,0.23,518,8783,4556
First,158.13,0.33,4500,8999,4500
Random,5.73,0.26,525,8785,4556
FreeSplit,6.11,0.24,518,8767,4570
First,159.30,0.30,4500,8999,4500
Random,5.29,0.26,511,8749,4561
FreeSplit,6.27,0.25,512,8775,4551
First,161.13,0.33,4500,8999,4500
Random,5.24,0.25,514,8757,4548
FreeSplit,6.05,0.24,511,8731,4553
First,156.41,0.28,4500,8999,4500
Random,5.80,0.25,518,8763,4559
FreeSplit,6.02,0.26,510,8735,4548
First,156.03,0.50,4500,8999,4500
Random,5.34,0.26,512,8773,4554
FreeSplit,6.48,0.24,526,8743,4551
First,156.45,0.27,4500,8999,4500
Random,5.89,0.24,515,8737,4554
FreeSplit,6.35,0.26,514,8737,4562
First,155.02,0.51,4500,8999,4500
Random,5.13,0.23,510,8717,4555
FreeSplit,5.86,0.26,512,8741,4562
First,193.23,0.38,4500,8999,4500
Random,5.63,0.26,521,8763,4558
FreeSplit,5.74,0.25,517,8753,4551
First,154.79,0.33,4500,8999,4500
Random,5.19,0.24,508,8747,4567
FreeSplit,5.81,0.25,507,8755,4550
First,213.17,0.54,4500,8999,4500
Random,5.35,0.30,517,8783,4551
FreeSplit,6.47,0.29,517,8751,4554
First,233.33,0.35,4500,8999,4500
Random,11.12,0.47,513,8703,4566
FreeSplit,10.56,0.45,504,8781,4550

